Date,Value
2019-05-02,0.36809071
2019-05-03,0.964619
2019-05-04,0.30496522
2019-05-05,0.56384573
2019-05-06,0.4738682
2019-05-07,0.68981692
2019-05-08,0.79256891
2019-05-09,0.28569898
2019-05-10,0.20643262
2019-05-11,0.24844859
2019-05-12,0.72644849
2019-05-13,0.68066285
2019-05-14,0.10592366
2019-05-15,0.60943706
2019-05-16,0.24762417
2019-05-17,0.17627544
2019-05-18,0.66505375
2019-05-19,0.37711572
2019-05-20,0.25936357
2019-05-21,0.24276106
2019-05-22,0.66372416
2019-05-23,0.37915573
2019-05-24,0.16508984
2019-05-25,0.8057814
2019-05-26,0.0524745
2019-05-27,0.47104816
2019-05-28,0.4300537
2019-05-29,0.04676465
2019-05-30,0.93494683
2019-05-31,0.11547728
2019-06-01,0.53695485
2019-06-02,0.82538246
2019-06-03,0.01961798
2019-06-04,0.47339948
2019-06-05,0.58227454
2019-06-06,0.56073894
2019-06-07,0.45447428
2019-06-08,0.90357875
2019-06-09,0.54246278
2019-06-10,0.56251385
2019-06-11,0.58810453
2019-06-12,0.16655759
2019-06-13,0.91701523
2019-06-14,0.91403369
2019-06-15,0.89743918
2019-06-16,0.05317429
2019-06-17,0.52054804
2019-06-18,0.9151635
2019-06-19,0.40884915
2019-06-20,0.25746652
2019-06-21,0.9743993
2019-06-22,0.13073846
2019-06-23,0.76301025
2019-06-24,0.91304324
2019-06-25,0.00166712
2019-06-26,0.61357483
2019-06-27,0.85001418
2019-06-28,0.11556565
2019-06-29,0.18739443
2019-06-30,0.22027723
2019-07-01,0.65596504
2019-07-02,0.32576615
2019-07-03,0.40116414
2019-07-04,0.06482866
2019-07-05,0.14520131
2019-07-06,0.7169929
2019-07-07,0.59231478
2019-07-08,0.02815597
2019-07-09,0.69051646
2019-07-10,0.63415293
2019-07-11,0.68081024
2019-07-12,0.94012502
2019-07-13,0.61758183
2019-07-14,0.86669639
2019-07-15,0.19943797
2019-07-16,0.63933034
2019-07-17,0.00352274
2019-07-18,0.09436393
2019-07-19,0.16895512
2019-07-20,0.61616975
2019-07-21,0.65206197
2019-07-22,0.97475611
2019-07-23,0.72260895
2019-07-24,0.76365637
2019-07-25,0.73114353
2019-07-26,0.29720521
2019-07-27,0.23884694
2019-07-28,0.82671432
2019-07-29,0.11926335
2019-07-30,0.39569434
2019-07-31,0.62166841
2019-08-01,0.75082004
2019-08-02,0.33020949
2019-08-03,0.24632015
2019-08-04,0.17918237
2019-08-05,0.31142052
2019-08-06,0.38035591
2019-08-07,0.34683477
2019-08-08,0.41415048
2019-08-09,0.70340891
2019-08-10,0.56390316
2019-08-11,0.01533879
2019-08-12,0.9025153
2019-08-13,0.50332635
2019-08-14,0.99557362
2019-08-15,0.99874972
2019-08-16,0.62610698
2019-08-17,0.14251286
2019-08-18,0.77578096
2019-08-19,0.36210451
2019-08-20,0.08064109
2019-08-21,0.58238917
2019-08-22,0.48300106
2019-08-23,0.14568758
2019-08-24,0.47499054
2019-08-25,0.85115778
2019-08-26,0.39168104
2019-08-27,0.97734905
2019-08-28,0.8849056
2019-08-29,0.51158598
2019-08-30,0.68096205
2019-08-31,0.73831577
2019-09-01,0.87421613
2019-09-02,0.99369773
2019-09-03,0.2768137
2019-09-04,0.24663503
2019-09-05,0.33497824
2019-09-06,0.85920675
2019-09-07,0.08734135
2019-09-08,0.52848395
2019-09-09,0.53609308
2019-09-10,0.92056908
2019-09-11,0.89469511
2019-09-12,0.4360332
2019-09-13,0.30677211
2019-09-14,0.75000663
2019-09-15,0.78979399
2019-09-16,0.58868409
2019-09-17,0.83221524
2019-09-18,0.40679856
2019-09-19,0.60275109
2019-09-20,0.70311355
2019-09-21,0.37220451
2019-09-22,0.37976217
2019-09-23,0.85981862
2019-09-24,0.49323403
2019-09-25,0.95755682
2019-09-26,0.64178814
2019-09-27,0.9599492
2019-09-28,0.51374145
2019-09-29,0.2150329
2019-09-30,0.44386583
2019-10-01,0.82120675
2019-10-02,0.9593894
2019-10-03,0.08838707
2019-10-04,0.15978395
2019-10-05,0.30377379
2019-10-06,0.31639162
2019-10-07,0.65853834
2019-10-08,0.36222618
2019-10-09,0.22657906
2019-10-10,0.33646165
2019-10-11,0.77731811
2019-10-12,0.18791712
2019-10-13,0.23904634
2019-10-14,0.16411608
2019-10-15,0.72543173
2019-10-16,0.4110668
2019-10-17,0.1312536
2019-10-18,0.12773857
2019-10-19,0.27373698
2019-10-20,0.91531461
2019-10-21,0.71420889
2019-10-22,0.49741607
2019-10-23,0.32135796
2019-10-24,0.88737694
2019-10-25,0.15290587
2019-10-26,0.16203271
2019-10-27,0.46059917
2019-10-28,0.28307585
2019-10-29,0.35560056
2019-10-30,0.23852679
2019-10-31,0.99246507
2019-11-01,0.71854731
2019-11-02,0.67429942
2019-11-03,0.76248515
2019-11-04,0.75810354
2019-11-05,0.01244564
2019-11-06,0.07642526
2019-11-07,0.15216444
2019-11-08,0.66503593
2019-11-09,0.72482364
2019-11-10,0.75361977
2019-11-11,0.31383686
2019-11-12,0.88809501
2019-11-13,0.70158479
2019-11-14,0.68154753
2019-11-15,0.93406623
2019-11-16,0.96395428
2019-11-17,0.25838131
2019-11-18,0.78754323
2019-11-19,0.50564482
2019-11-20,0.04462406
2019-11-21,0.43801067
2019-11-22,0.07809639
2019-11-23,0.58304554
2019-11-24,0.64063898
2019-11-25,0.48470699
2019-11-26,0.54483637
2019-11-27,0.16856903
2019-11-28,0.5022946
2019-11-29,0.09948844
2019-11-30,0.67761864
2019-12-01,0.14787513
2019-12-02,0.4813365
2019-12-03,0.99522497
2019-12-04,0.67960861
2019-12-05,0.75829276
2019-12-06,0.7644093
2019-12-07,0.53961215
2019-12-08,0.62656251
2019-12-09,0.32660207
2019-12-10,0.3821222
2019-12-11,0.26135965
2019-12-12,0.21393096
2019-12-13,0.06218575
2019-12-14,0.09653907
2019-12-15,0.55424831
2019-12-16,0.77559347
2019-12-17,0.48132934
2019-12-18,0.83146693
2019-12-19,0.42998044
2019-12-20,0.28775787
2019-12-21,0.75943991
2019-12-22,0.10706342
2019-12-23,0.14272678
2019-12-24,0.15881662
2019-12-25,0.94216064
2019-12-26,0.68475554
2019-12-27,0.97127223
2019-12-28,0.79181395
2019-12-29,0.47691636
2019-12-30,0.68278949
2019-12-31,0.79781209
2020-01-01,0.53483794
2020-01-02,0.57364798
2020-01-03,0.52431607
2020-01-04,0.78643814
2020-01-05,0.48951028
2020-01-06,0.67272087
2020-01-07,0.3028736
2020-01-08,0.4498575
2020-01-09,0.6708958
2020-01-10,0.31908435
2020-01-11,0.69044676
2020-01-12,0.98681596
2020-01-13,0.97230965
2020-01-14,0.26910781
2020-01-15,0.60201344
2020-01-16,0.93949043
2020-01-17,0.81536792
2020-01-18,0.91187144
2020-01-19,0.36532119
2020-01-20,0.87268806
2020-01-21,0.27281353
2020-01-22,0.70919768
2020-01-23,0.7771575
2020-01-24,0.9248816
2020-01-25,0.62261773
2020-01-26,0.72808145
2020-01-27,0.25454694
2020-01-28,0.18564984
2020-01-29,0.15375422
2020-01-30,0.39824957
2020-01-31,0.33421336
2020-02-01,0.03847684
2020-02-02,0.97430608
2020-02-03,0.39480038
2020-02-04,0.51713598
2020-02-05,0.62675236
2020-02-06,0.33578392
2020-02-07,0.27316658
2020-02-08,0.14670216
2020-02-09,0.0064987
2020-02-10,0.46646799
2020-02-11,0.00537225
2020-02-12,0.06325471
2020-02-13,0.93130108
2020-02-14,0.3169777
2020-02-15,0.61036357
2020-02-16,0.01728914
2020-02-17,0.8649858
2020-02-18,0.15484726
2020-02-19,0.58619556
2020-02-20,0.50444004
2020-02-21,0.39210087
2020-02-22,0.92908365
2020-02-23,0.19800269
2020-02-24,0.57866949
2020-02-25,0.3835778
2020-02-26,0.89033323
2020-02-27,0.89863762
2020-02-28,0.69175212
2020-03-01,0.85896673
2020-03-02,0.4393909
2020-03-03,0.22319596
2020-03-04,0.76921666
2020-03-05,0.92675384
2020-03-06,0.2428371
2020-03-07,0.24633763
2020-03-08,0.60884085
2020-03-09,0.14021439
2020-03-10,0.17708579
2020-03-11,0.73766224
2020-03-12,0.28888972
2020-03-13,0.82385146
2020-03-14,0.62247154
2020-03-15,0.09710869
2020-03-16,0.62982651
2020-03-17,0.60617085
2020-03-18,0.65809738
2020-03-19,0.29705108
2020-03-20,0.25351447
2020-03-21,0.57988554
2020-03-22,0.47546275
2020-03-23,0.46279838
2020-03-24,0.78951514
2020-03-25,0.13031588
2020-03-26,0.91207876
2020-03-27,0.87547686
2020-03-28,0.49469651
2020-03-29,0.08415047
2020-03-30,0.49387176
2020-03-31,0.68649178
2020-04-01,0.91231911
2020-04-02,0.76227483
2020-04-03,0.28080232
2020-04-04,0.68144206
2020-04-05,0.85547389
2020-04-06,0.84642968
2020-04-07,0.48318649
2020-04-08,0.86756565
2020-04-09,0.61683232
2020-04-10,0.43504565
2020-04-11,0.00613849
2020-04-12,0.07281246
2020-04-13,0.11791272
2020-04-14,0.64542995
2020-04-15,0.54293435
2020-04-16,0.58887232
2020-04-17,0.82809576
2020-04-18,0.21427527
2020-04-19,0.29071332
2020-04-20,0.69078358
2020-04-21,0.2394982
2020-04-22,0.45773567
2020-04-23,0.62572921
2020-04-24,0.52539516
2020-04-25,0.7126755
2020-04-26,0.57351705
2020-04-27,0.71079136
2020-04-28,0.35988639
2020-04-29,0.33391403
2020-04-30,0.63365957
2020-05-01,0.10361734
2020-05-02,0.86334185
2020-05-03,0.04458231
2020-05-04,0.23534649
2020-05-05,0.8994302
2020-05-06,0.00706454
2020-05-07,0.71195631
2020-05-08,0.61951579
2020-05-09,0.23151072
2020-05-10,0.77432613
2020-05-11,0.30806463
2020-05-12,0.30038882
2020-05-13,0.69978094
2020-05-14,0.62480933
2020-05-15,0.42989111
2020-05-16,0.06089918
2020-05-17,0.56889413
2020-05-18,0.92027227
2020-05-19,0.3011015
2020-05-20,0.08907324
2020-05-21,0.14551085
2020-05-22,0.6114719
2020-05-23,0.72381768
2020-05-24,0.74234264
2020-05-25,0.93734431
2020-05-26,0.13510589
2020-05-27,0.09609458
2020-05-28,0.62212048
2020-05-29,0.55337431
2020-05-30,0.97402584
2020-05-31,0.69276409
2020-06-01,0.33334184
2020-06-02,0.85346168
2020-06-03,0.77367021
2020-06-04,0.51846273
2020-06-05,0.02216568
2020-06-06,0.32048161
2020-06-07,0.90013817
2020-06-08,0.89626277
2020-06-09,0.03742722
2020-06-10,0.18995232
2020-06-11,0.90802814
2020-06-12,0.16745058
2020-06-13,0.12851214
2020-06-14,0.11081383
2020-06-15,0.38647092
2020-06-16,0.221867
2020-06-17,0.50572298
2020-06-18,0.48366551
2020-06-19,0.44865183
2020-06-20,0.84324387
2020-06-21,0.95462079
2020-06-22,0.74310258
2020-06-23,0.69054995
2020-06-24,0.33321132
2020-06-25,0.5304161
2020-06-26,0.01744783
2020-06-27,0.91709998
2020-06-28,0.73390974
2020-06-29,0.21902818
2020-06-30,0.48913786
2020-07-01,0.14577079
2020-07-02,0.87031919
2020-07-03,0.16491309
2020-07-04,0.72586724
2020-07-05,0.43853739
2020-07-06,0.48075573
2020-07-07,0.93929406
2020-07-08,0.31901077
2020-07-09,0.59525798
2020-07-10,0.47936336
2020-07-11,0.26416297
2020-07-12,0.83035055
2020-07-13,0.45329914
2020-07-14,0.7063307
2020-07-15,0.46793814
2020-07-16,0.31726358
2020-07-17,0.3639412
2020-07-18,0.63162437
2020-07-19,0.39072525
2020-07-20,0.85349182
2020-07-21,0.94391427
2020-07-22,0.2927079
2020-07-23,0.3088325
2020-07-24,0.5576176
2020-07-25,0.55872955
2020-07-26,0.47611217
2020-07-27,0.39635012
2020-07-28,0.02146562
2020-07-29,0.44247318
2020-07-30,0.68018192
2020-07-31,0.51904885
2020-08-01,0.15714994
2020-08-02,0.98889574
2020-08-03,0.48243583
2020-08-04,0.699682
2020-08-05,0.91728502
2020-08-06,0.61155706
2020-08-07,0.57539358
2020-08-08,0.86865967
2020-08-09,0.84483078
2020-08-10,0.16145381
2020-08-11,0.00852997
2020-08-12,0.22189727
2020-08-13,0.22938809
2020-08-14,0.78765785
2020-08-15,0.72925128
2020-08-16,0.67994423
2020-08-17,0.82215485
2020-08-18,0.34554834
2020-08-19,0.17917271
2020-08-20,0.09251885
2020-08-21,0.65268085
2020-08-22,0.27864564
2020-08-23,0.45124597
2020-08-24,0.65273994
2020-08-25,0.07082942
2020-08-26,0.3733903
2020-08-27,0.9387696
2020-08-28,0.85407577
2020-08-29,0.28142253
2020-08-30,0.87784069
2020-08-31,0.00954835
2020-09-01,0.19314516
2020-09-02,0.40307356
2020-09-03,0.97134374
2020-09-04,0.92664861
2020-09-05,0.22699763
2020-09-06,0.27946607
2020-09-07,0.88393826
2020-09-08,0.02109659
2020-09-09,0.33767822
2020-09-10,0.50992074
2020-09-11,0.54782357
2020-09-12,0.38694863
2020-09-13,0.87281515
2020-09-14,0.48689184
2020-09-15,0.80903029
2020-09-16,0.08244533
2020-09-17,0.50941303
2020-09-18,0.12638561
2020-09-19,0.12113968
2020-09-20,0.36445036
2020-09-21,0.56178948
2020-09-22,0.15651526
2020-09-23,0.24425789
2020-09-24,0.62830503
2020-09-25,0.54448726
2020-09-26,0.38973967
2020-09-27,0.67862618
2020-09-28,0.01592262
2020-09-29,0.8306662
2020-09-30,0.1376528
2020-10-01,0.53574887
2020-10-02,0.94211155
2020-10-03,0.87462438
2020-10-04,0.27130817
2020-10-05,0.34263068
2020-10-06,0.9668645
2020-10-07,0.05362345
2020-10-08,0.44316631
2020-10-09,0.97676735
2020-10-10,0.92599853
2020-10-11,0.31142989
2020-10-12,0.20816529
2020-10-13,0.95885872
2020-10-14,0.36498615
2020-10-15,0.00533493
2020-10-16,0.25872546
2020-10-17,0.80243648
2020-10-18,0.9005026
2020-10-19,0.805268
2020-10-20,0.06066135
2020-10-21,0.24106267
2020-10-22,0.93251437
2020-10-23,0.58451092
2020-10-24,0.47037029
2020-10-25,0.55387892
2020-10-26,0.60240539
2020-10-27,0.20754389
2020-10-28,0.70516265
2020-10-29,0.54765979
2020-10-30,0.61119365
2020-10-31,0.73893194
2020-11-01,0.75262364
2020-11-02,0.13721828
2020-11-03,0.06766469
2020-11-04,0.48876626
2020-11-05,0.30625457
2020-11-06,0.95232076
2020-11-07,0.8454056
2020-11-08,0.88348336
2020-11-09,0.55164179
2020-11-10,0.50754671
2020-11-11,0.77045835
2020-11-12,0.26008184
2020-11-13,0.36001124
2020-11-14,0.8920214
2020-11-15,0.31485517
2020-11-16,0.52871018
2020-11-17,0.20089745
2020-11-18,0.81740988
2020-11-19,0.06409471
2020-11-20,0.63853517
2020-11-21,0.70478325
2020-11-22,0.72958201
2020-11-23,0.699847
2020-11-24,0.4712339
2020-11-25,0.95916398
2020-11-26,0.91410937
2020-11-27,0.54295164
2020-11-28,0.55757432
2020-11-29,0.79177059
2020-11-30,0.413481
2020-12-01,0.38513219
2020-12-02,0.38097578
2020-12-03,0.97769734
2020-12-04,0.50662479
2020-12-05,0.46925174
2020-12-06,0.38136398
2020-12-07,0.97643252
2020-12-08,0.45762734
2020-12-09,0.87532839
2020-12-10,0.70393539
2020-12-11,0.34388531
2020-12-12,0.9215134
2020-12-13,0.2207608
2020-12-14,0.57623719
2020-12-15,0.29367296
2020-12-16,0.09804162
2020-12-17,0.332757
2020-12-18,0.7428782
2020-12-19,0.59616927
2020-12-20,0.3214063
2020-12-21,0.20454209
2020-12-22,0.97916841
2020-12-23,0.97979391
2020-12-24,0.58737751
2020-12-25,0.50394913
2020-12-26,0.38361272
2020-12-27,0.1932092
2020-12-28,0.13788392
2020-12-29,0.08197554
2020-12-30,0.31460477
2020-12-31,0.06111803
2021-01-01,0.1175239
2021-01-02,0.97160553
2021-01-03,0.1898049
2021-01-04,0.30947899
2021-01-05,0.34820746
2021-01-06,0.42545316
2021-01-07,0.38132013
2021-01-08,0.22375182
2021-01-09,0.70203353
2021-01-10,0.04541929
2021-01-11,0.40382559
2021-01-12,0.86086743
2021-01-13,0.8967609
2021-01-14,0.43743828
2021-01-15,0.77803999
2021-01-16,0.33836247
2021-01-17,0.10025925
2021-01-18,0.03154702
2021-01-19,0.92981642
2021-01-20,0.01551423
2021-01-21,0.31106133
2021-01-22,0.83702854
2021-01-23,0.44029636
2021-01-24,0.80880758
2021-01-25,0.14430897
2021-01-26,0.48733615
2021-01-27,0.89068751
2021-01-28,0.37397126
2021-01-29,0.34801504
2021-01-30,0.80603978
2021-01-31,0.26609005
2021-02-01,0.53659241
2021-02-02,0.74727981
2021-02-03,0.8735759
2021-02-04,0.3726226
2021-02-05,0.94908341
2021-02-06,0.60945732
2021-02-07,0.34694
2021-02-08,0.58145859
2021-02-09,0.75002231
2021-02-10,0.79777404
2021-02-11,0.9167849
2021-02-12,0.713718
2021-02-13,0.15263401
2021-02-14,0.00189551
2021-02-15,0.3611671
2021-02-16,0.04772047
2021-02-17,0.90893086
2021-02-18,0.2392576
2021-02-19,0.19366479
2021-02-20,0.14054026
2021-02-21,0.89073512
2021-02-22,0.95912734
2021-02-23,0.41192651
2021-02-24,0.6699424
2021-02-25,0.76650493
2021-02-26,0.72460867
2021-02-27,0.25482335
2021-02-28,0.45481121
2021-03-01,0.67406567
2021-03-02,0.60268934
2021-03-03,0.02721107
2021-03-04,0.28012528
2021-03-05,0.29914284
2021-03-06,0.33217563
2021-03-07,0.15502812
2021-03-08,0.06387117
2021-03-09,0.62504389
2021-03-10,0.20001479
2021-03-11,0.89249877
2021-03-12,0.84165251
2021-03-13,0.01143747
2021-03-14,0.70666361
2021-03-15,0.79321179
2021-03-16,0.80486411
2021-03-17,0.09493218
2021-03-18,0.07291122
2021-03-19,0.67974776
2021-03-20,0.89684335
2021-03-21,0.49449268
2021-03-22,0.73669513
2021-03-23,0.04889079
2021-03-24,0.37756512
2021-03-25,0.74563709
2021-03-26,0.59014149
2021-03-27,0.76239628
2021-03-28,0.70872879
2021-03-29,0.03566187
2021-03-30,0.61050034
2021-03-31,0.68670339
2021-04-01,0.47624538
2021-04-02,0.98388526
2021-04-03,0.12924193
2021-04-04,0.52444785
2021-04-05,0.45081388
2021-04-06,0.62448123
2021-04-07,0.15842344
2021-04-08,0.28021099
2021-04-09,0.84484573
2021-04-10,0.67612264
2021-04-11,0.50838019
2021-04-12,0.95939439
2021-04-13,0.79893322
2021-04-14,0.0549674
2021-04-15,0.76023909
2021-04-16,0.57007456
2021-04-17,0.39570053
2021-04-18,0.60339062
2021-04-19,0.94711912
2021-04-20,0.42944388
2021-04-21,0.9956618
2021-04-22,0.16631983
2021-04-23,0.47168592
2021-04-24,0.16205062
2021-04-25,0.70088749
2021-04-26,0.3651592
2021-04-27,0.96976679
2021-04-28,0.97310588
2021-04-29,0.58605105
2021-04-30,0.10451406
2021-05-01,0.63481001
2021-05-02,0.79600618
2021-05-03,0.02487115
2021-05-04,0.52582179
2021-05-05,0.49727588
2021-05-06,0.20424776
2021-05-07,0.54019409
2021-05-08,0.59992556
2021-05-09,0.33012036
2021-05-10,0.25871529
2021-05-11,0.3000369
2021-05-12,0.17627553
2021-05-13,0.02005951
2021-05-14,0.36473064
2021-05-15,0.25263267
2021-05-16,0.78046828
2021-05-17,0.60727343
2021-05-18,0.56044876
2021-05-19,0.22416206
2021-05-20,0.45623688
2021-05-21,0.16938868
2021-05-22,0.57538783
2021-05-23,0.06061579
2021-05-24,0.94316892
2021-05-25,0.6152793
2021-05-26,0.21335623
2021-05-27,0.13812452
2021-05-28,0.12757537
2021-05-29,0.54406635
2021-05-30,0.14090563
2021-05-31,0.28764327
2021-06-01,0.88322261
2021-06-02,0.82923284
2021-06-03,0.69456031
2021-06-04,0.9655764
2021-06-05,0.60710889
2021-06-06,0.96158436
2021-06-07,0.5504043
2021-06-08,0.433734
2021-06-09,0.81300701
2021-06-10,0.45346227
2021-06-11,0.10851673
2021-06-12,0.64689419
2021-06-13,0.81228279
2021-06-14,0.02384364
2021-06-15,0.34760796
2021-06-16,0.74459481
2021-06-17,0.63812873
2021-06-18,0.39496638
2021-06-19,0.22318128
2021-06-20,0.28026434
2021-06-21,0.81243217
2021-06-22,0.46303999
2021-06-23,0.93591117
2021-06-24,0.53129461
2021-06-25,0.94065112
2021-06-26,0.57021717
2021-06-27,0.29965091
2021-06-28,0.10869575
2021-06-29,0.11759996
2021-06-30,0.43745302
2021-07-01,0.86406157
2021-07-02,0.13895779
2021-07-03,0.80229242
2021-07-04,0.63282924
2021-07-05,0.82787105
2021-07-06,0.8019016
2021-07-07,0.05809743
2021-07-08,0.70511806
2021-07-09,0.49312988
2021-07-10,0.72581455
2021-07-11,0.4020088
2021-07-12,0.71712529
2021-07-13,0.56853579
2021-07-14,0.45379455
2021-07-15,0.05002192
2021-07-16,0.30561919
2021-07-17,0.20395704
2021-07-18,0.68733791
2021-07-19,0.89596174
2021-07-20,0.93364808
2021-07-21,0.80267824
2021-07-22,0.4048344
2021-07-23,0.09477731
2021-07-24,0.99248409
2021-07-25,0.09845268
2021-07-26,0.7876851
2021-07-27,0.67402247
2021-07-28,0.77106362
2021-07-29,0.2365073
2021-07-30,0.27457893
2021-07-31,0.27075957
2021-08-01,0.05325163
2021-08-02,0.68877073
2021-08-03,0.08398647
2021-08-04,0.41054629
2021-08-05,0.77828975
2021-08-06,0.02205209
2021-08-07,0.57375338
2021-08-08,0.86204229
2021-08-09,0.4926808
2021-08-10,0.8603348
2021-08-11,0.55372374
2021-08-12,0.33438626
2021-08-13,0.66031508
2021-08-14,0.03899962
2021-08-15,0.25701498
2021-08-16,0.05870493
2021-08-17,0.90380262
2021-08-18,0.79279682
2021-08-19,0.14380899
2021-08-20,0.0907764
2021-08-21,0.14088016
2021-08-22,0.55238846
2021-08-23,0.5781435
2021-08-24,0.53679656
2021-08-25,0.32929582
2021-08-26,0.96740156
2021-08-27,0.54965645
2021-08-28,0.10366778
2021-08-29,0.47449196
2021-08-30,0.08010923
2021-08-31,0.6031853
2021-09-01,0.9089426
2021-09-02,0.4076107
2021-09-03,0.38293985
2021-09-04,0.48977997
2021-09-05,0.12030445
2021-09-06,0.97738874
2021-09-07,0.06317455
2021-09-08,0.52785554
2021-09-09,0.288333
2021-09-10,0.25149998
2021-09-11,0.55229626
2021-09-12,0.58208391
2021-09-13,0.62306905
2021-09-14,0.79741313
2021-09-15,0.27972227
2021-09-16,0.56363818
2021-09-17,0.1016946
2021-09-18,0.65789813
2021-09-19,0.0639554
2021-09-20,0.14373007
2021-09-21,0.79386458
2021-09-22,0.92511696
2021-09-23,0.19344305
2021-09-24,0.7645778
2021-09-25,0.78304805
2021-09-26,0.01983377
2021-09-27,0.50412848
2021-09-28,0.83896179
2021-09-29,0.50043589
2021-09-30,0.38484351
2021-10-01,0.7413567
2021-10-02,0.23797179
2021-10-03,0.91379719
2021-10-04,0.52232465
2021-10-05,0.75238187
2021-10-06,0.2623561
2021-10-07,0.99632498
2021-10-08,0.6406862
2021-10-09,0.27507365
2021-10-10,0.01248429
2021-10-11,0.8554743
2021-10-12,0.83973373
2021-10-13,0.16117757
2021-10-14,0.66989999
2021-10-15,0.68403935
2021-10-16,0.16601728
2021-10-17,0.7035274
2021-10-18,0.22581832
2021-10-19,0.39492961
2021-10-20,0.8701112
2021-10-21,0.50206823
2021-10-22,0.74498388
2021-10-23,0.84491872
2021-10-24,0.54382383
2021-10-25,0.19917739
2021-10-26,0.67003825
2021-10-27,0.66341267
2021-10-28,0.67980187
2021-10-29,0.39115689
2021-10-30,0.40456634
2021-10-31,0.28515435
2021-11-01,0.17099433
2021-11-02,0.77376498
2021-11-03,0.24026919
2021-11-04,0.31749067
2021-11-05,0.85463843
2021-11-06,0.85498114
2021-11-07,0.12802833
2021-11-08,0.52709726
2021-11-09,0.45970147
2021-11-10,0.37420718
2021-11-11,0.1486211
2021-11-12,0.23419257
2021-11-13,0.97060238
2021-11-14,0.60569888
2021-11-15,0.63955461
2021-11-16,0.22117062
2021-11-17,0.74356413
2021-11-18,0.74285143
2021-11-19,0.98992143
2021-11-20,0.66149715
2021-11-21,0.76318356
2021-11-22,0.79330842
2021-11-23,0.81477145
2021-11-24,0.3319301
2021-11-25,0.88420699
2021-11-26,0.63276751
2021-11-27,0.54189623
2021-11-28,0.21080327
2021-11-29,0.5570252
2021-11-30,0.74589711
2021-12-01,0.36384436
2021-12-02,0.3735732
2021-12-03,0.15805552
2021-12-04,0.90984582
2021-12-05,0.84620259
2021-12-06,0.35087298
2021-12-07,0.8828657
2021-12-08,0.78133168
2021-12-09,0.97234822
2021-12-10,0.86511825
2021-12-11,0.68625103
2021-12-12,0.68728819
2021-12-13,0.50166404
